,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
16542474,16542474,2021-07-30 14:39:49.017763+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,2,c-4,16542474,11425.0
4328331,4328331,2021-04-06 15:31:51.466599+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,gamma,True,20.0,1,c-2,4328331,8395.0
3142234,3142234,2021-03-12 18:28:44.077726+00:00,x,y,2021-03-26 05:00:00+00:00,2021-03-26 06:55:00+00:00,beta,True,20.0,0,b-1,3142234,9051.0
7266603,7266603,2021-05-20 07:30:44.700126+00:00,x,y,2021-06-03 16:00:00+00:00,2021-06-03 18:00:00+00:00,alpha,True,15.0,1,a-7,7266603,6531.0
19536920,19536920,2021-08-17 02:43:02.693516+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,15.0,1,a-23,19536920,14945.0
20191957,20191957,2021-08-20 15:44:11.489820+00:00,x,y,2021-08-24 10:35:00+00:00,2021-08-24 12:35:00+00:00,omega,True,20.0,1,d-3,20191957,13450.0
18095270,18095270,2021-08-10 04:01:34.942915+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,True,20.0,2,c-4,18095270,7870.0
16174179,16174179,2021-07-27 15:24:46.914002+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,35.0,1,a-9,16174179,22445.0
8722328,8722328,2021-06-04 15:20:58.154250+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,8722328,9403.0
19697113,19697113,2021-08-17 20:03:57.499621+00:00,x,y,2021-08-24 04:40:00+00:00,2021-08-24 06:40:00+00:00,omega,True,20.0,1,d-1,19697113,10100.0
12084912,12084912,2021-07-01 03:21:40.775278+00:00,x,y,2021-07-01 16:00:00+00:00,2021-07-01 18:00:00+00:00,alpha,True,15.0,1,a-23,12084912,13592.0
21573674,21573674,2021-08-30 12:20:50.620866+00:00,x,y,2021-09-21 07:00:00+00:00,2021-09-21 09:00:00+00:00,alpha,True,15.0,1,a-5,21573674,6810.0
87420,87420,2021-01-02 21:10:34.014348+00:00,x,y,2021-01-25 13:00:00+00:00,2021-01-25 15:00:00+00:00,alpha,True,0.0,0,a-5,87420,8739.0
20319588,20319588,2021-08-21 12:28:39.182016+00:00,x,y,2021-09-13 14:00:00+00:00,2021-09-13 15:55:00+00:00,beta,True,20.0,0,b-9,20319588,6410.0
2025378,2025378,2021-02-22 14:55:26.781169+00:00,x,y,2021-02-27 05:00:00+00:00,2021-02-27 06:55:00+00:00,beta,True,20.0,0,b-1,2025378,11504.0
4194988,4194988,2021-04-02 20:57:53.582774+00:00,x,y,2021-04-03 17:00:00+00:00,2021-04-03 18:59:00+00:00,gamma,True,20.0,1,c-6,4194988,9800.0
9936901,9936901,2021-06-15 06:16:24.840613+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,True,35.0,1,a-1,9936901,7150.0
15638052,15638052,2021-07-23 19:33:48.272153+00:00,x,y,2021-07-26 10:00:00+00:00,2021-07-26 12:00:00+00:00,gamma,True,20.0,1,c-2,15638052,17345.0
1718902,1718902,2021-02-15 12:49:33.606378+00:00,x,y,2021-02-17 11:00:00+00:00,2021-02-17 13:00:00+00:00,gamma,True,20.0,2,c-4,1718902,13750.0
4168305,4168305,2021-04-02 06:56:39.000274+00:00,x,y,2021-06-01 17:00:00+00:00,2021-06-01 18:59:00+00:00,gamma,True,20.0,2,c-6,4168305,10800.0
2169342,2169342,2021-02-26 07:43:01.335760+00:00,x,y,2021-03-07 05:15:00+00:00,2021-03-07 07:25:00+00:00,alpha,True,35.0,1,a-1,2169342,12500.0
9936461,9936461,2021-06-15 06:11:38.664508+00:00,x,y,2021-07-03 10:00:00+00:00,2021-07-03 12:00:00+00:00,alpha,True,35.0,1,a-7,9936461,7150.0
20967029,20967029,2021-08-25 17:51:37.898001+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20.0,2,c-2,20967029,12545.0
14752960,14752960,2021-07-16 19:34:58.210202+00:00,x,y,2021-07-24 07:00:00+00:00,2021-07-24 09:00:00+00:00,alpha,True,35.0,1,a-5,14752960,14645.0
11012526,11012526,2021-06-24 04:34:27.522125+00:00,x,y,2021-07-10 05:00:00+00:00,2021-07-10 06:55:00+00:00,beta,True,20.0,0,b-1,11012526,6720.0
3198149,3198149,2021-03-13 16:32:39.934038+00:00,x,y,2021-03-15 11:00:00+00:00,2021-03-15 12:55:00+00:00,beta,True,40.0,0,b-69,3198149,10688.0
17680389,17680389,2021-08-08 07:08:17.025550+00:00,x,y,2021-08-09 10:35:00+00:00,2021-08-09 12:35:00+00:00,omega,True,20.0,1,d-3,17680389,11100.0
10211264,10211264,2021-06-17 11:41:45.266428+00:00,x,y,2021-07-24 04:00:00+00:00,2021-07-24 06:00:00+00:00,alpha,True,15.0,1,a-1,10211264,6531.0
8422556,8422556,2021-06-01 20:14:18.909663+00:00,x,y,2021-06-07 04:00:00+00:00,2021-06-07 06:00:00+00:00,alpha,True,35.0,1,a-1,8422556,9707.0
7582217,7582217,2021-05-23 16:19:43.475230+00:00,x,y,2021-06-05 11:00:00+00:00,2021-06-05 13:00:00+00:00,gamma,True,20.0,2,c-4,7582217,9025.0
19269706,19269706,2021-08-15 14:17:33.679612+00:00,x,y,2021-08-27 16:00:00+00:00,2021-08-27 18:00:00+00:00,alpha,True,15.0,1,a-23,19269706,7524.0
17144314,17144314,2021-08-04 18:45:22.135025+00:00,x,y,2021-08-15 14:00:00+00:00,2021-08-15 15:55:00+00:00,beta,True,40.0,0,b-9,17144314,13270.0
8882206,8882206,2021-06-06 10:09:35.713565+00:00,x,y,2021-06-11 05:00:00+00:00,2021-06-11 07:00:00+00:00,alpha,True,15.0,1,a-1,8882206,9403.0
8688257,8688257,2021-06-04 09:36:45.826908+00:00,x,y,2021-06-25 07:30:00+00:00,2021-06-25 09:30:00+00:00,alpha,True,15.0,1,a-5,8688257,9403.0
15570371,15570371,2021-07-23 11:24:27.594612+00:00,x,y,2021-08-17 17:00:00+00:00,2021-08-17 18:59:00+00:00,gamma,True,20.0,1,c-6,15570371,9280.0
19653350,19653350,2021-08-17 15:48:01.793883+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,15.0,1,a-7,19653350,23895.0
20069004,20069004,2021-08-19 22:20:23.903377+00:00,x,y,2021-08-31 04:00:00+00:00,2021-08-31 06:00:00+00:00,alpha,True,15.0,1,a-1,20069004,6810.0
19023663,19023663,2021-08-14 07:58:17.475308+00:00,x,y,2021-08-31 07:00:00+00:00,2021-08-31 09:00:00+00:00,alpha,True,15.0,1,a-5,19023663,6524.0
16452319,16452319,2021-07-29 19:14:46.422749+00:00,x,y,2021-08-29 10:00:00+00:00,2021-08-29 12:00:00+00:00,gamma,True,20.0,2,c-2,16452319,8765.0
16545115,16545115,2021-07-30 15:02:33.334171+00:00,x,y,2021-08-07 17:00:00+00:00,2021-08-07 18:59:00+00:00,gamma,True,20.0,1,c-6,16545115,8525.0
10496820,10496820,2021-06-19 19:59:25.319544+00:00,x,y,2021-07-29 09:45:00+00:00,2021-07-29 11:45:00+00:00,gamma,True,20.0,2,c-2,10496820,7620.0
10146704,10146704,2021-06-16 19:49:10.570137+00:00,x,y,2021-07-05 09:45:00+00:00,2021-07-05 11:45:00+00:00,gamma,True,20.0,2,c-2,10146704,7620.0
10844134,10844134,2021-06-22 16:54:31.538320+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,True,35.0,1,a-5,10844134,11072.0
13617504,13617504,2021-07-09 09:06:48.548252+00:00,x,y,2021-08-07 13:00:00+00:00,2021-08-07 15:00:00+00:00,alpha,True,35.0,1,a-9,13617504,12645.0
5547861,5547861,2021-04-25 23:19:39.299157+00:00,x,y,2021-04-27 11:00:00+00:00,2021-04-27 13:00:00+00:00,gamma,True,20.0,2,c-4,5547861,8390.0
9648746,9648746,2021-06-13 07:31:02.934230+00:00,x,y,2021-06-27 05:00:00+00:00,2021-06-27 06:55:00+00:00,beta,True,20.0,0,b-1,9648746,6522.0
8162162,8162162,2021-05-30 17:18:29.378883+00:00,x,y,2021-06-18 11:00:00+00:00,2021-06-18 13:00:00+00:00,gamma,True,20.0,2,c-4,8162162,11900.0
15202144,15202144,2021-07-20 10:55:59.381384+00:00,x,y,2021-08-28 14:00:00+00:00,2021-08-28 16:00:00+00:00,gamma,True,20.0,1,c-4,15202144,9280.0
4228869,4228869,2021-04-03 21:34:08.154586+00:00,x,y,2021-04-10 14:00:00+00:00,2021-04-10 15:55:00+00:00,beta,True,20.0,0,b-9,4228869,8998.0
5354495,5354495,2021-04-23 15:29:23.661570+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 06:55:00+00:00,beta,True,40.0,0,b-1,5354495,9663.0
15655839,15655839,2021-07-24 00:05:25.198366+00:00,x,y,2021-07-26 16:00:00+00:00,2021-07-26 18:00:00+00:00,alpha,True,35.0,1,a-23,15655839,17745.0
8508726,8508726,2021-06-02 15:49:11.634297+00:00,x,y,2021-06-22 16:00:00+00:00,2021-06-22 18:00:00+00:00,alpha,True,15.0,1,a-23,8508726,9403.0
13926279,13926279,2021-07-11 09:21:40.578947+00:00,x,y,2021-07-13 09:45:00+00:00,2021-07-13 11:45:00+00:00,gamma,True,20.0,2,c-2,13926279,14130.0
16377676,16377676,2021-07-29 07:45:51.759167+00:00,x,y,2021-08-09 11:00:00+00:00,2021-08-09 12:55:00+00:00,beta,True,40.0,0,b-69,16377676,11030.0
6270564,6270564,2021-05-06 06:30:23.318345+00:00,x,y,2021-05-09 13:30:00+00:00,2021-05-09 15:30:00+00:00,alpha,True,35.0,1,a-5,6270564,6995.0
7547505,7547505,2021-05-23 08:58:54.113494+00:00,x,y,2021-05-31 05:00:00+00:00,2021-05-31 07:00:00+00:00,gamma,True,20.0,1,c-2,7547505,8025.0
1635223,1635223,2021-02-13 16:24:40.421343+00:00,x,y,2021-02-14 14:00:00+00:00,2021-02-14 15:55:00+00:00,beta,True,40.0,0,b-9,1635223,16382.0
9489706,9489706,2021-06-12 06:33:58.941877+00:00,x,y,2021-06-23 14:00:00+00:00,2021-06-23 15:55:00+00:00,beta,True,20.0,0,b-9,9489706,6522.0
14411289,14411289,2021-07-14 11:35:55.375940+00:00,x,y,2021-08-02 05:00:00+00:00,2021-08-02 06:55:00+00:00,beta,True,40.0,0,b-1,14411289,8200.0
12142508,12142508,2021-07-01 10:05:27.977563+00:00,x,y,2021-07-11 17:00:00+00:00,2021-07-11 18:59:00+00:00,gamma,True,20.0,1,c-6,12142508,17090.0
13728338,13728338,2021-07-10 00:25:34.302490+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,13728338,15065.0
11542492,11542492,2021-06-27 19:02:22.397901+00:00,x,y,2021-07-28 17:00:00+00:00,2021-07-28 18:59:00+00:00,gamma,True,20.0,2,c-6,11542492,8765.0
4168847,4168847,2021-04-02 07:12:17.059705+00:00,x,y,2021-04-09 05:00:00+00:00,2021-04-09 07:00:00+00:00,alpha,True,35.0,1,a-1,4168847,10799.0
17378848,17378848,2021-08-06 13:11:42.935100+00:00,x,y,2021-08-10 17:00:00+00:00,2021-08-10 18:59:00+00:00,gamma,True,20.0,1,c-6,17378848,6870.0
2733713,2733713,2021-03-06 15:59:23.903953+00:00,x,y,2021-03-18 08:00:00+00:00,2021-03-18 09:55:00+00:00,beta,True,20.0,0,b-67,2733713,6902.0
8720353,8720353,2021-06-04 15:03:58.925540+00:00,x,y,2021-06-17 16:00:00+00:00,2021-06-17 18:00:00+00:00,alpha,True,15.0,1,a-23,8720353,9403.0
5244979,5244979,2021-04-22 14:34:34.781489+00:00,x,y,2021-05-03 05:00:00+00:00,2021-05-03 07:00:00+00:00,gamma,True,0.0,0,c-2,5244979,7315.0
9985190,9985190,2021-06-15 13:02:06.900988+00:00,x,y,2021-06-24 17:00:00+00:00,2021-06-24 18:59:00+00:00,gamma,True,20.0,1,c-6,9985190,6620.0
19666085,19666085,2021-08-17 17:00:26.783757+00:00,x,y,2021-08-23 17:00:00+00:00,2021-08-23 18:59:00+00:00,gamma,True,20.0,1,c-6,19666085,13130.0
1091263,1091263,2021-01-31 11:13:54.590616+00:00,x,y,2021-02-05 14:00:00+00:00,2021-02-05 15:55:00+00:00,beta,True,35.0,0,b-9,1091263,9564.0
5483821,5483821,2021-04-25 05:02:04.017521+00:00,x,y,2021-05-03 11:00:00+00:00,2021-05-03 13:00:00+00:00,gamma,True,20.0,1,c-4,5483821,7640.0
10505796,10505796,2021-06-19 22:35:27.766563+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,2,c-6,10505796,7620.0
10482309,10482309,2021-06-19 17:36:28.552553+00:00,x,y,2021-06-20 07:00:00+00:00,2021-06-20 09:00:00+00:00,alpha,True,35.0,1,a-5,10482309,8800.0
12332017,12332017,2021-07-02 11:40:44.163987+00:00,x,y,2021-07-06 05:00:00+00:00,2021-07-06 06:55:00+00:00,beta,True,40.0,0,b-1,12332017,12890.0
18199723,18199723,2021-08-10 13:15:42.851913+00:00,x,y,2021-08-15 10:00:00+00:00,2021-08-15 12:00:00+00:00,alpha,True,20.0,1,a-7,18199723,8381.0
8505270,8505270,2021-06-02 15:16:19.867782+00:00,x,y,2021-06-09 16:00:00+00:00,2021-06-09 18:00:00+00:00,alpha,True,15.0,1,a-23,8505270,9403.0
20187228,20187228,2021-08-20 15:13:40.074353+00:00,x,y,2021-09-06 10:30:00+00:00,2021-09-06 12:25:00+00:00,beta,True,20.0,0,b-69,20187228,6750.0
2220023,2220023,2021-02-27 02:45:51.016124+00:00,x,y,2021-02-27 05:00:00+00:00,2021-02-27 07:00:00+00:00,gamma,True,20.0,1,c-2,2220023,7390.0
12502476,12502476,2021-07-03 09:13:39.604755+00:00,x,y,2021-10-23 13:00:00+00:00,2021-10-23 15:00:00+00:00,alpha,True,35.0,1,a-9,12502476,6810.0
7392119,7392119,2021-05-21 13:11:33.049811+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,2,c-6,7392119,9025.0
20990052,20990052,2021-08-25 20:52:12.463276+00:00,x,y,2021-09-05 16:00:00+00:00,2021-09-05 18:00:00+00:00,alpha,True,20.0,1,a-23,20990052,8381.0
4134924,4134924,2021-04-01 10:18:35.822207+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,gamma,True,20.0,1,c-2,4134924,9800.0
18249079,18249079,2021-08-10 17:18:06.295515+00:00,x,y,2021-08-14 07:00:00+00:00,2021-08-14 09:00:00+00:00,alpha,True,15.0,1,a-5,18249079,6524.0
15702919,15702919,2021-07-24 10:55:36.603673+00:00,x,y,2021-08-29 17:00:00+00:00,2021-08-29 18:59:00+00:00,gamma,True,20.0,2,c-6,15702919,10280.0
17652793,17652793,2021-08-08 01:02:48.750460+00:00,x,y,2021-08-08 10:00:00+00:00,2021-08-08 12:00:00+00:00,alpha,True,20.0,1,a-7,17652793,17745.0
2359623,2359623,2021-03-01 01:53:06.817424+00:00,x,y,2021-03-02 05:15:00+00:00,2021-03-02 07:25:00+00:00,alpha,True,15.0,1,a-1,2359623,7502.0
8453822,8453822,2021-06-02 06:53:10.649272+00:00,x,y,2021-06-15 07:01:00+00:00,2021-06-15 09:00:00+00:00,alpha,True,15.0,1,a-5,8453822,9403.0
19778738,19778738,2021-08-18 09:45:41.720541+00:00,x,y,2021-09-06 13:00:00+00:00,2021-09-06 15:00:00+00:00,alpha,True,15.0,1,a-9,19778738,6810.0
7904071,7904071,2021-05-27 21:29:03.915553+00:00,x,y,2021-06-02 05:00:00+00:00,2021-06-02 07:00:00+00:00,alpha,True,15.0,1,a-1,7904071,7124.0
1189918,1189918,2021-02-02 16:02:08.438710+00:00,x,y,2021-02-10 11:00:00+00:00,2021-02-10 12:55:00+00:00,beta,True,35.0,0,b-69,1189918,9522.0
258972,258972,2021-01-07 21:39:04.167460+00:00,x,y,2021-01-10 16:00:00+00:00,2021-01-10 17:55:00+00:00,beta,False,40.0,0,b-19,258972,9888.0
10774757,10774757,2021-06-22 06:56:13.542010+00:00,x,y,2021-07-17 14:00:00+00:00,2021-07-17 15:55:00+00:00,beta,True,20.0,0,b-9,10774757,7190.0
13032849,13032849,2021-07-06 00:23:34.086164+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,13032849,10285.0
6168637,6168637,2021-05-04 17:31:16.019354+00:00,x,y,2021-05-08 05:00:00+00:00,2021-05-08 07:00:00+00:00,alpha,True,15.0,1,a-1,6168637,7397.0
19879468,19879468,2021-08-18 19:42:13.954209+00:00,x,y,2021-10-25 02:00:00+00:00,2021-10-25 03:55:00+00:00,beta,True,40.0,0,b-73,19879468,8400.0
1422448,1422448,2021-02-08 13:39:06.333499+00:00,x,y,2021-03-05 05:00:00+00:00,2021-03-05 06:55:00+00:00,beta,True,35.0,0,b-1,1422448,9533.0
8718893,8718893,2021-06-04 14:49:37.008738+00:00,x,y,2021-06-07 17:00:00+00:00,2021-06-07 18:59:00+00:00,gamma,True,20.0,2,c-6,8718893,11900.0
15408143,15408143,2021-07-22 10:21:01.086831+00:00,x,y,2021-07-26 17:00:00+00:00,2021-07-26 18:59:00+00:00,gamma,True,20.0,1,c-6,15408143,14065.0
20271760,20271760,2021-08-21 06:25:03.155257+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,20.0,1,a-1,20271760,31145.0
5468682,5468682,2021-04-24 22:34:26.969842+00:00,x,y,2021-05-07 16:00:00+00:00,2021-05-07 18:00:00+00:00,alpha,True,35.0,1,a-7,5468682,8605.0
16094438,16094438,2021-07-27 04:41:09.362572+00:00,x,y,2021-07-31 04:00:00+00:00,2021-07-31 06:00:00+00:00,alpha,True,15.0,1,a-1,16094438,11245.0
1918767,1918767,2021-02-19 20:28:53.927089+00:00,x,y,2021-02-28 17:00:00+00:00,2021-02-28 18:59:00+00:00,gamma,True,20.0,1,c-6,1918767,12500.0
3293543,3293543,2021-03-15 08:42:17.879127+00:00,x,y,2021-03-20 08:00:00+00:00,2021-03-20 09:55:00+00:00,beta,True,20.0,0,b-67,3293543,9030.0
4258540,4258540,2021-04-04 20:01:02.749401+00:00,x,y,2021-04-05 13:30:00+00:00,2021-04-05 15:30:00+00:00,alpha,True,35.0,1,a-5,4258540,9602.0
7873258,7873258,2021-05-27 13:22:25.340102+00:00,x,y,2021-07-04 10:00:00+00:00,2021-07-04 12:00:00+00:00,alpha,True,35.0,1,a-9,7873258,7520.0
4479868,4479868,2021-04-10 15:43:51.720001+00:00,x,y,2021-04-20 11:00:00+00:00,2021-04-20 13:00:00+00:00,gamma,True,20.0,1,c-4,4479868,8650.0
12036391,12036391,2021-06-30 17:53:13.259060+00:00,x,y,2021-07-11 16:00:00+00:00,2021-07-11 18:00:00+00:00,alpha,True,35.0,1,a-23,12036391,13277.0
3521186,3521186,2021-03-19 07:55:50.165502+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,gamma,True,20.0,1,c-2,3521186,9800.0
1191333,1191333,2021-02-02 16:42:22.477714+00:00,x,y,2021-02-16 16:00:00+00:00,2021-02-16 18:10:00+00:00,alpha,True,0.0,0,a-7,1191333,8739.0
17575351,17575351,2021-08-07 15:25:42.501113+00:00,x,y,2021-08-28 10:35:00+00:00,2021-08-28 12:35:00+00:00,omega,True,20.0,1,d-3,17575351,7950.0
12022225,12022225,2021-06-30 16:30:27.074223+00:00,x,y,2021-07-30 05:00:00+00:00,2021-07-30 06:55:00+00:00,beta,True,40.0,0,b-1,12022225,8055.0
19620634,19620634,2021-08-17 12:35:19.479795+00:00,x,y,2021-08-20 11:00:00+00:00,2021-08-20 12:55:00+00:00,beta,True,40.0,0,b-69,19620634,18140.0
14757499,14757499,2021-07-16 20:27:42.458477+00:00,x,y,2021-08-07 16:00:00+00:00,2021-08-07 18:00:00+00:00,alpha,True,15.0,1,a-23,14757499,9045.0
12350585,12350585,2021-07-02 13:17:44.576904+00:00,x,y,2021-07-11 07:00:00+00:00,2021-07-11 09:00:00+00:00,alpha,True,35.0,1,a-5,12350585,12645.0
11069685,11069685,2021-06-24 12:30:38.557516+00:00,x,y,2021-07-04 05:00:00+00:00,2021-07-04 06:55:00+00:00,beta,True,20.0,0,b-1,11069685,6720.0
18408735,18408735,2021-08-11 08:16:43.145052+00:00,x,y,2021-08-20 16:00:00+00:00,2021-08-20 18:00:00+00:00,alpha,True,20.0,1,a-23,18408735,14645.0
1066383,1066383,2021-01-30 17:43:16.697642+00:00,x,y,2021-02-02 13:30:00+00:00,2021-02-02 15:40:00+00:00,alpha,True,0.0,0,a-5,1066383,8739.0
4466775,4466775,2021-04-10 08:08:20.433641+00:00,x,y,2021-04-14 13:30:00+00:00,2021-04-14 15:30:00+00:00,alpha,True,15.0,1,a-5,4466775,8048.0
18268412,18268412,2021-08-10 18:17:16.556932+00:00,x,y,2021-08-14 17:05:00+00:00,2021-08-14 19:05:00+00:00,omega,True,20.0,1,d-5,18268412,6870.0
11865390,11865390,2021-06-29 18:06:34.823083+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,2,c-6,11865390,33720.0
13316152,13316152,2021-07-07 12:21:57.734633+00:00,x,y,2021-07-24 16:00:00+00:00,2021-07-24 18:00:00+00:00,alpha,True,15.0,1,a-23,13316152,14945.0
6450581,6450581,2021-05-08 23:45:47.463936+00:00,x,y,2021-08-20 13:30:00+00:00,2021-08-20 15:30:00+00:00,alpha,True,15.0,1,a-5,6450581,7796.0
10163633,10163633,2021-06-17 03:47:02.786233+00:00,x,y,2021-07-30 09:45:00+00:00,2021-07-30 11:45:00+00:00,gamma,True,20.0,2,c-2,10163633,7620.0
18042425,18042425,2021-08-09 19:19:56.363835+00:00,x,y,2021-08-23 10:00:00+00:00,2021-08-23 12:00:00+00:00,alpha,True,15.0,1,a-7,18042425,9045.0
12367916,12367916,2021-07-02 15:12:01.955810+00:00,x,y,2021-07-10 16:00:00+00:00,2021-07-10 18:00:00+00:00,alpha,True,15.0,1,a-23,12367916,11245.0
15973523,15973523,2021-07-26 09:03:12.666668+00:00,x,y,2021-08-01 07:00:00+00:00,2021-08-01 09:00:00+00:00,alpha,True,35.0,1,a-5,15973523,14645.0
17352062,17352062,2021-08-06 10:08:04.347050+00:00,x,y,2021-08-15 17:05:00+00:00,2021-08-15 19:05:00+00:00,omega,True,20.0,1,d-5,17352062,9000.0
16857481,16857481,2021-08-02 09:57:09.678389+00:00,x,y,2021-08-08 14:00:00+00:00,2021-08-08 16:00:00+00:00,gamma,True,20.0,1,c-4,16857481,11300.0
17949015,17949015,2021-08-09 12:41:29.757115+00:00,x,y,2021-08-19 10:00:00+00:00,2021-08-19 12:00:00+00:00,alpha,True,20.0,1,a-7,17949015,8381.0
761049,761049,2021-01-22 16:41:18.344672+00:00,x,y,2021-02-04 17:00:00+00:00,2021-02-04 18:59:00+00:00,gamma,True,32.0,1,c-6,761049,9150.0
20572534,20572534,2021-08-23 07:11:13.765852+00:00,x,y,2021-08-31 13:00:00+00:00,2021-08-31 15:00:00+00:00,alpha,True,20.0,1,a-9,20572534,8381.0
4981043,4981043,2021-04-20 10:31:52.231653+00:00,x,y,2021-04-24 17:00:00+00:00,2021-04-24 18:59:00+00:00,gamma,True,20.0,1,c-6,4981043,7135.0
14096252,14096252,2021-07-12 10:49:37.129368+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,15.0,1,a-9,14096252,18945.0
2939992,2939992,2021-03-10 05:02:02.811015+00:00,x,y,2021-03-28 05:00:00+00:00,2021-03-28 07:00:00+00:00,gamma,True,20.0,1,c-2,2939992,7390.0
14681641,14681641,2021-07-16 10:04:04.359196+00:00,x,y,2021-07-31 17:00:00+00:00,2021-07-31 18:59:00+00:00,gamma,True,20.0,1,c-6,14681641,13130.0
4741983,4741983,2021-04-18 13:36:48.155000+00:00,x,y,2021-05-04 05:00:00+00:00,2021-05-04 07:00:00+00:00,alpha,True,35.0,1,a-1,4741983,8290.0
19382879,19382879,2021-08-16 07:28:28.917548+00:00,x,y,2021-08-23 04:40:00+00:00,2021-08-23 06:40:00+00:00,omega,True,20.0,1,d-1,19382879,16500.0
4824712,4824712,2021-04-19 11:49:01.481168+00:00,x,y,2021-04-24 13:30:00+00:00,2021-04-24 15:30:00+00:00,alpha,True,15.0,1,a-5,4824712,5495.0
20168712,20168712,2021-08-20 13:04:06.894393+00:00,x,y,2021-08-21 05:30:00+00:00,2021-08-21 07:30:00+00:00,gamma,True,20.0,1,c-2,20168712,32720.0
18433125,18433125,2021-08-11 10:14:07.718190+00:00,x,y,2021-08-16 13:00:00+00:00,2021-08-16 15:00:00+00:00,alpha,True,15.0,1,a-9,18433125,8300.0
2581619,2581619,2021-03-04 08:21:02.959399+00:00,x,y,2021-03-07 05:00:00+00:00,2021-03-07 06:55:00+00:00,beta,True,20.0,0,b-1,2581619,7257.0
16498976,16498976,2021-07-30 07:42:39.526723+00:00,x,y,2021-09-13 05:00:00+00:00,2021-09-13 06:55:00+00:00,beta,True,40.0,0,b-1,16498976,8300.0
2935282,2935282,2021-03-10 01:30:00.412778+00:00,x,y,2021-03-12 11:00:00+00:00,2021-03-12 12:55:00+00:00,beta,True,40.0,0,b-69,2935282,7884.0
11598169,11598169,2021-06-28 07:47:25.569680+00:00,x,y,2021-07-09 14:00:00+00:00,2021-07-09 16:00:00+00:00,gamma,True,20.0,1,c-4,11598169,7765.0
14323140,14323140,2021-07-13 20:19:07.980567+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,14323140,21365.0
12263154,12263154,2021-07-02 05:04:03.357167+00:00,x,y,2021-08-11 17:00:00+00:00,2021-08-11 18:59:00+00:00,gamma,True,20.0,2,c-6,12263154,11285.0
8774323,8774323,2021-06-05 06:15:01.775190+00:00,x,y,2021-06-14 05:00:00+00:00,2021-06-14 07:00:00+00:00,gamma,True,20.0,1,c-2,8774323,10900.0
18227416,18227416,2021-08-10 15:43:18.821395+00:00,x,y,2021-08-22 04:00:00+00:00,2021-08-22 06:00:00+00:00,alpha,True,15.0,1,a-1,18227416,12945.0
8572347,8572347,2021-06-03 08:33:44.466485+00:00,x,y,2021-06-03 16:01:00+00:00,2021-06-03 18:00:00+00:00,alpha,True,15.0,1,a-23,8572347,13592.0
8589691,8589691,2021-06-03 11:34:55.974657+00:00,x,y,2021-06-08 11:00:00+00:00,2021-06-08 13:00:00+00:00,gamma,True,20.0,2,c-4,8589691,11900.0
10746870,10746870,2021-06-21 20:57:21.378731+00:00,x,y,2021-06-23 13:00:00+00:00,2021-06-23 15:00:00+00:00,alpha,True,35.0,1,a-9,10746870,11072.0
18080908,18080908,2021-08-10 00:02:01.724862+00:00,x,y,2021-08-10 07:00:00+00:00,2021-08-10 09:00:00+00:00,alpha,True,20.0,1,a-5,18080908,12645.0
20941611,20941611,2021-08-25 14:49:05.729881+00:00,x,y,2021-09-06 10:35:00+00:00,2021-09-06 12:35:00+00:00,omega,True,20.0,1,d-3,20941611,6870.0
